text,label
上涨路上压力多，下跌路上无支撑。,0
创新高我也是赔钱啊,0
蔚来宣布车主终身免费换电亿欧网6小时前亿欧是一家致,1
为什么全球都在跌？哪位指点一下？,0
因为趋势不会变，继续空，爆赚,1
有点吓人,0
这些天一定要紧盯大盘，目前大盘与2019年.04.30，05.0,1
去年今年割什么什么涨，真的无语了。天音8块买的，6块,0
高开3200点 直冲3300 哈哈哈哈哈,1
明明知道周一要引颈受戮，为何现在不采取一些措施来对,0
明天A股开盘！不管你满仓还是空仓，我必须提示以下重,1
大盘又要翻红了，过瘾,1
今天玩跑得快,1
心碎,0
市场杀红眼了，怒起来连自己都杀,0
干的最傻的一件事哈哈,0
断头铡吗,0
这样的大盘你们怎么看？,0
二点，开始跳水,0
8.97今天这里买了10000手单子有行情明天[大笑][大笑][,1
现在A股已经进入熊市了,1
不死不活，还不如置于死地而后生！,0
止跌了明天大盘看反弹！,1
收评：下周一绝佳策略！,1
要大哭一场了[哭],0
还有一件事情要说，明天大涨无疑，但我认为危险在周四,0
这就慌了吗？上证还红盘呢！还没有开始绿你们就顶不住,0
未来给亿帆医药一千亿市值也是低估了啊！！！亿帆医药,1
第二个西藏珠峰涨停了！今日没破第一买点三日线22.00,1
开始表演跳水运动,0
环保,1
哈哈哈,1
昨天都说千股涨停 人呢,1
趋势在，一起旅行吧,1
关注国金证券,1
国家政策出台、利好大数据、云基础设施建设、物联网产,1
创业板双头来了。。给我冲~,1
$上证指数(SH000001)$听到的消息，打击恶意做空，赞一,1
昨天买军工，今军工一日游，明天卖出,1
一市三制主板10cm，创业板20cm，转债30cm，任君挑选[,1
太难看了，个股跌了5个点！没法玩了,0
高开低走，又是垃圾,0
今晚七点见，心情就好了,1
大盘创新高你的股票解套了么？,1
有了这防跌十诀，下周一可否绝地反弹？,1
赶紧进场吧，不是割肉时候，别丢了筹码,0
5+4+3每周发这么多IPO，这次大磐要跌穿3500并且收不回,1
交易量没放大，反弹而已。,0
下一个目标；3587,1
3300是站不住的，下来吧到3200，顺便完成板块切换,1
我们不能看到周五涨觉得接下来会好，这二天不涨又觉得,0
大盘涨自己超过大盘多少倍才算及格啊，谁能告诉我，我,0
随着今天的大涨，各位大神又开始活跃起来啦。不过量能,1
今年大盘要过6000点的,1
100%准！中国股市预测顶尖人物司马懿马哥，27号10.29,1
本周区间3350～3500[献花][献花][献花]3350是白银坑，,1
永远在3000点上下徘徊[赞],1
NB，佩服国家的智慧，和我们不谋而合,1
看涨停板，和跌停板，，就知道无量拉升，，发套行情,1
成熟的麦穗都懂得低头，很多时候忍让、低头，就是保护,1
三天亏掉28000[好困惑][好困惑][好困惑],1
空仓看戏，特别爽，哈哈,1
受不了哦，跌吧，个股惨不忍睹,0
3333.16：闪闪闪闪.要溜,1
李大霄出来喊话了。一不小心跨越“牛熊分界线”(半年,1
$上证指数(SH000001)$今天成交量很大，天量必有天价！,1
我发起了一个投票，【#上证指数#大盘震荡你们还留有几,0
涨到3535，然后下午跌倒3515收盘，完美的一天又过去，,1
涨了什么股，指数如此好看,1
职业金到底进没进呢？？,1
利空假北向[呲牙][呲牙][呲牙][围观][围观][围观],0
加油，继续努力！,1
今天小盘股完胜大盘股，有大盘股的快跑，一旦被套，永,1
步步惊心,0
等3点，说说大家今天账户亏了多少钱吧？,0
大阳后两十字星，一绿一红，量渐縮。年底了，到无人恋,1
沉睡中的大象醒了！！！,0
全靠投机想让大盘上涨是没有基础和希望的，即使上涨了,0
看了tcl和京东方之争，果然是行情驱动基本面,0
啊哈哈哈哈哈哈哈哈,1
A股只有内幕投机，从无价值投资,0
我发起了一个投票，【#上证指数#今天涨跌】，快来参与,1
两会行情，2950,1
大家都在做空吗,0
今天又是4支新股。大家准备好了吗？,1
买,1
我看了我的粉丝又长了一些.先说明.别问问题.我的所有,0
早上给机会不跑,0
看到技术形态更好看的股票时，要舍得抛掉手中的股票，,1
明天黑周四再杀一波就好看了直接干到2820,1
股市，情何以堪,0
大盘不管你怎么吹不上五日线我不买。现在个股所有的反,0
终于碰到房顶了,1
谨慎看下周,0
俺主力3222元清仓英科转债后下一目标～96元金轮转债12,1
浙富控股下午准备7.3清仓元旦后逢低买回。,1
死扛，骗人接盘，可惜没有人接，天天缩量！,0
今天到2940差不多,1
阿里进军5G达摩院成立XG实验室发力“新基建”A股公司,1
强者恒强。$阿石创(SZ300706)$$三角防务(SZ300775)$,1
感谢主力，感谢韭菜，让我在2020年抓到一波牛,1
借科创出货硬道理,1
又小拉一下哈,1
昨天大盘长红，我提示要降低仓位，去弱留强当时在东财,1
2021.1.18今天的主要指数估值表出炉啦.....顶部不是一,1
这不就是躺着赚钱的行情吗？,0
老乡别走，让主力先走。,0
东财目前个股分析第一人，比狐导那个忽悠人的厉害多了,1
天天骂拉指数的，有脑子么？不是水军就是傻子。。。即,0
黑色周四.继续坑爹,0
吃伟哥能挺住3秒,1
白酒不死，大盘一天也没希望。,0
买什么亏什么，怎么办，今年已亏50%加上往年的，亏90%,0
太恐怖,0
进入就闷杀,0
上午是无量涨，说不定下午超量补涨，拭目而待吧！,1
垃圾股市，天天跌,0
经历过08年和15年的人都应该知道，那时候下跌初期的时,0
2点半，大V反弹！！！,0
今天只看恒生指数变化,1
冠捷科技是元宇宙龙头股！,1
注意！要跳水,0
我买的股终于被彻底套牢了[赞],1
千万不要跳水收盘，缺德事少做一点,0
10.12号我就说了，这轮反弹的重点就是科技和医药板块,1
黑马，快买,1
20年190倍，您也行的！！！,0
反弹的都是抱团股，反弹只是为了吸引接盘的，跟95%的,0
相信祖国,1
这波最新的就做了国联证券和甘源，顺手接回之前做过的,1
$上证指数(SH000001)$反弹出局，长线一定到2800，耐心,1
最低点收盘十分恐惧的，说明意犹未尽。,1
关注我的兄弟们下午自己看好的票只要多头的大胆买，我,1
小散们证券不涨，不要进，宁可买基金不要买股票。,0
跳水开始了,0
电，跌吧300点,0
《盘后回顾5.27》带你看市场,1
白等一天，一手垃圾票,0
新能车，锂电池，特斯拉配件个股已经是连续2天大涨了,1
艾紫馨：现货黄金原油探底回升　期货行情解析,1
行了！到位了，下周开始,1
识人其实也是识己。每个人都不是白板一块，都有自己的,1
关于大盘的几个点（自己看着办）,0
害怕狼惦记我们嘴里的那一块香喷喷的肉。新《核心资产,1
牛市来了[呲牙],0
002102ST冠福阶段性顶部出现了，估计下探1.97后再上升,1
明天比谁跑得快，早上清仓。,0
阿弥陀佛,1
涨了些啥？市值不怎么增加啊,0
哎！3200附近再见[晕][晕][晕],0
收盘点位在3215.21～3223.45之间就非常完美了[大笑][,1
这样的行情比股灾更加厉害！,1
开始反弹，低吸了,1
年后再战空仓休息了[微笑],1
早上预估成交量3100亿收盘3088亿，上方压力3383点今天,1
没有一个好的舵手，大船怎能前行，不偏就是沉,0
双节马上到，种树庆祝庆祝，绿色自然环保,1
中国股市从来不缺牛市，只要猛涨几天，牛鬼蛇神就出来,1
爽，爽,1
有点正事吗涨一天爹两天,0
本来个股涨的好好的，拉什么指数，挨千刀的,0
【多位顶流基金经理一起加仓千亿巨头！谢治宇、周应波,1
坏了，追金融板块被套了,0
昙花一现而已,0
坚持买入，今天大盘必红,1
又在拉证券，没好事,0
看来人确实是少了，以前发个帖，很多回复，现在发个帖,0
2019-3-20大盘顶背离3070-3065双支持考验3106年压，关,1
主力说稳住等黑四,0
大家今天都吃啥了[旺柴][旺柴],1
看看吧，这特么就是所谓的同胞，害死人啊,0
单边下跌。专家们来讲讲这是为什么,0
今天又高开低走，迎接大阴线,1
没量没戏！,0
想突破前高需要一个热点，还有三大金融助攻,1
缺口还有2个点不补了？,0
我的关注,1
今天缩量了！明天不行了,0
3260成为阶段“高压线”，震荡越久越不利短线反弹线。,1
股神名嘴遍地走，不是股灾就是熊工农中建如芙蓉，一声,1
大环境加A股的走势，底部2800左右，拭目以待,1
明明是风险来了，有些大V却大力唱多，居心不良。,0
夜已深，股市无情人有情，关于明日A股的行情，我想再,0
细而精可夺天地之造化，领先于他人，我们来看下1小时,1
清仓了，随你,0
春天来了，天气转暖，病毒感染性就会降低。不要过分恐,0
嘿嘿，周一赚钱效应估计不太好。拉的是指数。不过大妈,0
雅化明天继续创新高了！,1
圣诞快乐～[献花][献花][献花][微笑][微笑][微笑],1
看这样子今天是要直接歇菜了呀,0
渝农商行，市净和市盈都最好，庄正在布局，有兴趣的，,1
2800都不一定能止住。,1
指数天天红，天天亏钱的有木有,0
明天上证指数能够站稳3600点吗？今天沪深股市走势基本,1
苦逼的中国散户。。。。,0
不做最好,0
百点长阴再现！,1
终于等到你，还好我没放弃,1
中国电信20倍市盈率适中，对应股价8元左右应该合理,1
午后，次新券商龙头中信建投引领大盘直线大逆转，，，,1
多想拥抱你，可你我之间山南海北，可你我之间人山人海,1
熊市了，亏30%清仓了，看着办吧,0
大A威武，高开低走，低开低走，平开低走,1
沪锡隔夜沪锡2102小幅回升。近期因英国出现变异新冠病,1
乱几把炒,0
真是三只乌鸦吗？2点后看戏,0
往上干,0
下午2:3O大盘上3150,1
没有爱了,0
$上证指数(SH000001)$任何时候清仓都是对自己，家人最,1
今天出大阳柱,1
这就是散户炒股的下场，如果全中国散户都不玩股票，让,0
千万不要公布北上资金流入流出那些股了，公布就误导散,0
今年国庆，希望能中一签就好了,1
缩到1500亿，,0
牛股新宜002089 大盘红盘收盘,1
#伦敦金##国际黄金#老夏点金今晚非农，其实数据的影响,1
中国今年大牛大牛珍惜机会,1
公司强制员工打疫苗了不打就开除,0
现在手中有三只股票，都追高买的，现在有点怕怕天银机,1
中国加油,1
我去。感觉下午要红啊。为啥个股还在地上摩擦,0
九连阳后走势，倒数第2天，美加息还有12天,1
【新华周刊】本月建议关注三条主线,1
过细地看了下各路大资金的进退情况，全部都是搞高抛低,0
低开好事了。,1
明日开盘，大盘周五放量上攻3500点，周末又是各种“大,1
重要话说三遍，清仓，清仓，清仓。,0
反转,0
哎，我的买房大计啊，又被这个整延期了……买房-结婚-,0
两点半到了，跳水开始了[俏皮][俏皮][俏皮][俏皮][俏,0
今日收评：   截至收盘，沪指上涨17.53点，指数收于29,1
大A本是稳预期的旗帜,1
2838--2939春去春回之-满园春色,1
弱弱问一句，这行情主力怎么赚钱？砸下去他们抄底吗？,0
大盘选择向下，该清的清，下周介入。,0
大小专家都说大盘涨几天就要回调，好像所有人都怕涨不,0
@周杨周 你的z队友,1
开始跳水表演[大笑][大笑][大笑][大笑][大笑][献花][,0
4500点,1
$上证指数(SH000001)$明天涨2个点，让股民开心快乐一,1
众所周知，春天是个加仓的好季节[大笑][大笑],1
我的全绿！！！,0
我也来当波神棍[坏笑][坏笑]3100→3000[旺柴][旺柴][,1
是福是祸今日见分晓！,1
今天居然还亏钱了,0
今天的中小盘和白马真是南辕北辙，,0
这是几个意思一上午这么一下一上的，是盘中洗盘，还是,0
未来半年机会在煤炭，有色，钢铁，水泥，抱团白马今年,1
我以为是我眼花了拍断了大腿才发现是真的,1
金融委动真格。用法之利剑掃除一切造虚弄假的机构部门,1
股票3天定律，涨3到5天必然回调。,0
五一假期，合众提前画了一幅“合众山水甲天下”！,1
做多,1
不到2600我是不会补仓的,0
上周交易员们向新兴市场ETF投入了20多亿美元，投资于,1
冲高空仓，没有什么好机会,0
上证指数破3300点，该如何保持乐观？,1
涨不起就下来吧[大笑],1
000422湖北宜化，今天涨停卖出，周三选出，获利12%，,1
会议明确下半年引领资本向国有大型中资企业！,1
明天会跳高，回光返照,1
1、昨晚欧美股市大涨，富时a50创出历史新高，预计今天,1
市场需要“接茅侠”！呼叫万手“接茅侠”,1
上半年涨，下半年跌！看的透透的[滴汗],0
昨天晚上我就说股市过热，得清仓走人了。熬过8月再回,0
今天什么套路,0
$上证指数(SH000001)$直接破3000吧！让大家都好受。,1
上海景色优美的一处直播间。,1
君正老板应将个人资产注入君正集团，显示与公司共发展,1
现在还不是最恐慌的，等等再说,0
昨晚福彩3d和排3合买双中，收获不错，今天继续努力，,1
十月还是这个月，月月亏,0
哈哈哈哈哈,1
今天大盘要反弹。,0
怎么感觉现在机构都在打广告。,0
【WTi原油午盘解析】原油方面，今日周二（12月7日）开,1
7月以后3000点算是底了，剩下的真的是看个股了，真正,1
无语,0
明天能保住3020，就烧高香了,1
加速上涨，为什么我有种不祥预兆[想一下],0
这周必上2元！也许就在今天！最廉价的MSCI成份股：,1
今天本探长跟大家挑明了说，2770到2790一线是短线强势,1
这一波得干到3000吧,1
主力今天最大的功劳就是冲破了二十日线，尤其是冲破了,1
今天应该拉小票了吧，,0
大A太威武了，把高歌猛进的外围呵跌了[赞][赞],1
【奇迹日记：13胜0负】离短期目标20胜0负越来越近了，,0
为了指数，个股一片狼藉,0
看来这是一个来电的世界，没有电就没有光明啊！,0
光荣啊！我的大A！,1
没时间磨嘴皮子！,0
利巴韦林入选第五期抗病毒肺炎，昆药集团拳头产品,1
这个缺口什么时候补啊？,0
这2900太难了！！！,0
不赚钱![困顿]要凉了吗？[成交],0
还是那句话，千万不要接盘鸡狗天价垃圾！！！！,0
大盘涨的牛+个股像垃圾一样,0
等会议消息\\整体：沪市成交金额2355，创业板2128，深,1
中级调整，在等下跌理由,0
正如伟大的箴言所说，当学生准备就绪时，老师自会出现,1
红盘红的肝疼,0
惨、惨、惨,0
涨时不涨，大盘一跌，整个股市几乎全跌，这叫健康稳定,1
现在的情况是，上证指数要出现一个小级别的五浪反弹，,1
涨也亏就跌也亏，78万变成51万了。你说我怎么办？,0
有本事干到3000，我砸锅卖铁来接盘……,1
四个基金跌了20%左右装死过年再说,0
一年后再翻开我3000点以下的文章，你就知道是金口玉言,1
不要抱有任何希望！最终亏钱的都是对它抱有希望的人！,0
这拉得好[赞],1
为什么喜欢炒作问题股，至少问题股还有投资价值，而僵,0
这波绝对会到2800以下,1
为何涨，个股涨不过大盘，跌却能跌过大盘呢？,0
下周一关注医药股600713南京医药！有望向上突破,1
这一周都会慢慢调整！3355！,1
清仓跑了，你们玩。,0
除港股A股下跌外，全是上涨的,1
今天估计不会涨，因为昨天砖家李大霄又讲话了,1
我发现一个规律：一支股票一旦上涨，也就零点几个点；,0
（原创）20200429分时的干货总结,1
心想事成,1
奇葩的大盘指数,0
今天全仓进鹏华酒160632,1
没量了，行情结束了,0
看来这个底还没找到啊,0
收小阳,1
我就这点钱被你们骗来骗去,0
今天分享点后续操作干货，五一黄金周马上来了，这次5,1
3000点见。。,1
3500必破,1
放开期货，迫在眉睫！,0
主力太坏了,0
顺控发展，持股中。,1
股市天天跌。不得的了，可能明天又跌。,0
科创板高价能带动主板也高价吗？,0
快跑，见顶了,1
极限2750；兄弟们不要怂就是干,1
这种老乡不来了行情还要持续多久？,0
涨不飘，跌不燥，信中华，扬国威！！！,1
今天来个大大的对号,1
今天大盘涨幅不错,1
还有三个阶段到底部，一是所谓的砖家继续忽悠散户买入,0
对待生命你不妨大胆冒险一点，因为好歹你要失去它。如,0
北上资金又是买买买，那些傻旦又是卖卖卖，总把便宜筹,1
插入线盘点！炒股千万不要自己咬牙不服气！有多少人炒,0
老乡别跑，这是技术性调整，手机要反着看。[傲],0
指数中长期底部就在眼前，期待本周指数重新回到3100点,1
哈哈！割韭菜了！給你们过好日子了！你幸福吗？,0
昨夜美国6月CPI超预期达到了5.4%加上30年期国债竞标情,1
发套了,0
应该调整到3000点,0
快点跳水，,0
开盘震挡多空两方激烈搏杀，那边钱多那边就胜利,1
大家不要买，只卖，这是拉高引诱大家去接盘接盘接盘,0
了解表心声,1
看不懂不做不会亏钱。情愿不做也不愿做错,0
午后A股各指数有望回升走高，4月中下旬思路分享,1
不忘初心才能方得始终[捂脸]昨天晚上翻老贴，看见这篇,1
如果淘宝和苏宁易购姻缘那就是国内名副其实的大电商平,1
发生什么事儿了，资金全在跑。,0
难不成还要向下去补缺口？？？，好气！,0
你们还差多少筹码，这么贪婪的吸食，非得搞得满屏皆绿,0
真的不明白，我跟一跳佝计较什么呢，股市里面就是认知,0
为什么两市相差这么大？？？,0
哇哇哇拔网线,1
利仁科技001259拉升在即，重点关注一下！,1
中国人雄起！,1
问题是  的涨了一个多月  昨天，今天两天把之前的利润,0
这也叫垃圾牛市。,0
茅台将下探870，大盘会调整到哪？,1
想买的买不到，想卖的卖不了，牛逼的a股,0
漂亮，吸引不少跟风盘，羊群效应,1
nnd两周赚的不够一天浪,0
科技股是那根稻草，或者说是那根刺破泡沫的针,1
大家好，我是神机，我看空，你们喷我吧,0
奔缺口去了,0
小华s第一波拉到昨日收盘价附近，反抽在昨日收盘价附,1
补了缺口还会继续下跌,0
老少儿童节快乐哈，今天大盘可以，吃肉了,1
干五矿稀土他兄弟，五矿发展,1
千万别红,0
关门红。,0
全部套死,0
进股市一直亏。没赚过,0
大家快跑，趋势有变化了,0
快拉起来,1
这轮下跌2500止跌！看着吧！大家空仓就是赢家,1
股跑跑,0
大盘很危险,0
下周看好医药、食品等防御品种，尤其是是一些必须品。,0
今天是锂电池板块透资未来的疯狂时刻,1
我现在容易满足了，固定每天赚一千多块就行了,1
都被整怕了。说什么也不顶用了，哈哈哈.....,0
中国加油，爱股加油,1
公告：奥瑞德昨天成交1。88亿股占可流通股3.8亿股55% ,1
俩月反弹500点别又几天跌没,1
明天我来拉,1
大a强个股强,1
8月10日14时，茶旅集团总裁办工作会议在长沙河西总部,1
过山车真爽,1
我是小白，哪位大哥指导一下怎么操作,1
要跌就跌，磨磨唧唧,0
为了响应国家号召！大力维稳中国股市！持续做多中国股,0
当升科技，这波趋势比鬼还强势，就是担心被套。,1
1500接盘茅茅，赶紧下来吧,1
太猛了有点吓人,0
下跌无量，买起,0
今天赚了3个点，谢谢了,1
这股市总是压制股票不长是怎么回事，这说明了什么？,0
当前行情和2015年基本相同，都是大鳄机构在高风险区域,1
春节快乐丨A股休市后，美股要开始反弹？发生了什么？,1
近期可关注：超跌绩优股，汤臣倍健。,1
散户不能做空真踏马的悲哀,0
记得谁好像说过:3000点再也见不到了！,0
待着不动不会有机会同样也不会有风险，动还是不动你得,0
又更新了[微笑][大笑],1
"嘉楠科技大涨19%,数字货币调整这么久，也该涨涨了！",1
这个指数真的太假了吧！茅台今天都贡献大部分点位，还,0
成功套牢一大片,1
大a走势最稳健，无泡沫，无风险！,1
4月1日，美国两大资管巨头贝莱德和路博迈正式向中国证,1
什么利好都挡不住你这货下跌的脚步！,0
别硬撑着了，下来吧,0
今天大盘会涨吗？,0
今天到底是不是诱惑，全看下午了[牛],1
再来一波，OK,0
赶紧现在抓紧时间炒一波大的5月或者6月铁定来一波大洪,1
横着走都不会吗？？？,0
昨天追医药股今天有被套了，,0
世界大涨韭菜进场，该收割了,1
幸福就应该多生娃，减少经济处罚。。降低利率确保聪明,1
退出股市了，两个月的韭菜亏了10万，大A不是韭菜耍的,0
去的去不到3100我还不出了，安心过年。,1
个股已经震荡死了,0
大盘涨了这么一点，很多股都跌了这么多。,0
东方财富技术领导：强烈建议K线中增加，买入卖出红线,1
不让T 0交易就不再玩了,0
一波又一波的收割散户，我们还在傻不愣登的送钱，兄弟,0
一根阳线济不了天下，要趁势而出，书写金融历史奇迹[,1
炒股信大v，不如信自己，大v凭什么带你赚钱？不闷声发,0
今天会大涨60点，预测下，这个时刻似曾相识，这几年好,1
这段时间大盘高开都是危险,0
三仟四百陆拾点,1
大盘和创业板分时调整到位了，现在低吸买入的收到了！,1
不要装了，痛痛快快的跌吧,0
下午还有一波下跌。本周能守住2900就不错了。如果守不,1
11月26号收盘以后的，还有全部港股精选,1
关门打狗了,0
金通灵马上起飞！,1
$上证指数(SH000001)$别怕，3100必破,1
昙花一现,0
银行，证券，保险不涨，短期基本都歇菜,0
节后技术分析今天的走势多方已然占据上风，一举冲破28,1
探底2800点,1
刺激。直奔3390了。机会难得呀,1
尴尬，上下两难，股评家出面判断，哪怕会骂死一半。,0
随便你跌，环保，稀土吃肉,0
跌的已经刹不住车了！,0
该白酒今天发力了,0
不知不觉又走了一轮熊市。,0
我来说趋势,0
红是国家队第一要务,1
除了套还是套，这个市就是个陷阱！,0
这地方股神真多……,0
狂牛正奔向黄金赛道,1
在诱多了！,1
今天大盘太夸张了，清仓了，不知对与错,0
考验前次低点的时候到了,0
为什么一上3000就调。,0
布局介入！,0
居然敢红？？？,0
加把劲！看看几天能到3000,0
安洋点金：在黄金、白银、原油这个市场博弈，讲究的是,1
又是一个大利好。国家外汇管理局十号发布消息，经国务,1
科创板有钱人的板。,1
A股厉害,1
一阴砸两周套牢无数报有牛市希望的春韭菜们，第二，三,1
证券公司业绩同比大增，对市场提振，8月份，证券公司,1
大阳线反抽，就是这么坚决，就是这么漂亮！但股民别高,1
做股票关键的一点，主动权必须掌握在自己手上。,1
西部建设难道不搞建设啦？,0
在中国未来2年内真有资格拥有万亿俱乐部的公司只有这,1
草根小散本金1.5W到100W实盘记录(第三周盈利7.59%)为,1
垂直下跌？,0
天下苦A久矣,0
明天诱多看谁接盘当韭菜哈,1
嗑瓜子看跳水,0
看不懂了,0
股市根本没有低有底会这样,0
今天不上2900必跌无疑下午都死盯大盘吧,1
下午好，最后两个交易日就要喜迎国庆了，中润资源开盘,1
几天牛市骗局已被拆穿，成交量下周破万亿牛皮神话，助,1
这次还有那么幸运，抢反弹的朋友,1
日，英月启动，大A月蓄势，怎么这么多人看空？,1
华为裸眼3D技术获突破，3000亿市场蓝海，渗透率有望超,1
新亚与中期已经封板，留意今天量的定向，提醒自己，力,1
昨天亏1千多，今天涨200多，还在继续下跌，呵呵呵,0
伊利从18年底开始发展奶酪的业务，未来几年在加速增长,1
还有六十个点好跌，3540止跌！！！,1
空仓观望暂休息40天是上策我信,1
拓新药业、西陇科学、龙津药业、亚太药业、九安医疗五,1
一样,1
跌停跌停跌停跌停跌停跌停跌停跌停跌停跌停跌停跌停00,1
各位，镍相关股票有哪些？谢谢,1
宏图随笔（四）：（深度心理必看好文）还记得你最初炒,1
别看上午涨的欢，就怕后面拉清单，大盘调整在即，奉劝,0
这位学霸的市场化思维好成熟，在学校荣誉排行榜上的个,1
中国家庭拥有的证券资产开始逐年增加。买股票，买基金,1
量能不足，上下无力。,0
今天能跌的是得有多垃圾啊,0
涨时花溅泪，跌时鸟惊心啊,1
明天周一，利好江淮汽车,1
山东龙头瑞康医药是开药店的，8错，中国市场有4698亿,1
下一步，万丈深渊。,1
今天没有v回来后面的情绪就糟糕了好不容易整了下信心,0
股市就应这样吗？大起大落。,0
砖家，在哪里？,0
手上的股还没开始涨，大盘就说反弹结束了[抓狂],0
明天冲上3500，信吗,0
2020年第一交易日工农中建四大行会涨停（骗你是小狗,1
空仓说实话很难受啊。只能告知自己忍忍忍！昨日清了。,0
又3300了？,1
不相信今天A股还涨，涨了就是奇葩。,0
不用看了，大涨收盘，下午来收果子就行了！,1
一个股票拿了三年，现在还亏十几个点,0
废物,0
受国家新能源汽车补贴好消息提振，今天锂电池板块和医,1
中国人一定要起来吧起来吧。,1
不是茅台，今天照样是下跌的,0
稳扎稳打，理性，今日做多我是顺势而为,1
精选优秀企业，痛定思痛后。也许这样告诉自己只做一个,1
收盘3217-3219,1
突破3322，回踩不破3307可确认调整结束!,1
今天巨亏2300元9万多市值,1
接下来的两种走势,1
可不可以投降输一半啊？我不玩了把钱还我[哭],0
为毛我感觉涨了，但是我没有赚钱啊？[亏大了],0
洗盘结束，起飞了。,0
3500点指日可待,1
还不翻红等待何时[成交],0
[赞][鼓掌],1
争取9月开门红。,1
别在套人了,0
没有量能走多远？,0
治愈股毒：逻辑系列（五）,1
腾达建设：晚上六点半公司公告正式中标4.25亿元工程建,1
受5年期以上LPR报价创历史最大降幅等利好刺激，周五A,1
预测：明天千股涨停，两市交易过万亿！,1
持续性不强，大金融都是拉一下就萎了，一下来个股又被,0
股市全景图！,1
今天减仓或者离场的都是高手!,1
上证282930这三只整齐的黑乌鸦非常容易在节后第一天出,1
3150,1
远超预期利好农业种植,1
我在这个所谓的牛市里，4月份10w本金，进了金融股，现,1
土生火、火生金：煤炭石油一季报业绩将大增,1
最多一天半红盘！，明天下午要清仓！别说我没提醒你们,0
姿势优美,1
这套路！……劳资当年新韭菜就是这样被玩残废的！,0
今天片仔癀跌停，茅台五粮液还会远吗,1
后排的观众，让我看到你们的双手。,0
在实体经济嗷嗷待哺的时候，资本市场坚定的支持实体经,1
自己买的都是啥玩意儿？洪都航空黄河旋风长春高新,1
亏8万。,0
看你们还敢玩股票？？呵呵,0
股市要走好，银行券商必须领头阵。,1
经济差与股市也有很大关联，一，下游没钱谁来投资实体,0
2:30后买！区块链、工业大麻,1
目前点位加个10%准放量。和高位无量一样，便宜个10%也,1
市场继续积攒能量，爆发也许就在眼前，量能会突破万亿,1
这两天外资不交易，内资找不到北！,0
漂亮[国家队][国家队][国家队],1
跌吧，怕被散户抄了底；涨吧，又没有量，看把你矛盾的,0
现在的量价关系是价涨才能量增！！！,1
苦海无边，回头是岸。,1
新股继续,1
机会,1
又忽悠不少人！明天低开低走，又套不少人！,0
牛，超级牛，涨没份，跌每只都排上了[赞],1
平安87减半仓，成本在80以下了，持仓12%,1
有什么利空吗？,0
$上证指数(SH000001)$和中信反着来就不会错,1
这是要灭10元以下低价股退出'市场！,0
这样的走势才是A股本色,1
[亏大了],0
今天再骂的就真没必要了吧,0
看透了，散户要赚钱难啊，离开是最好的选择,0
卖不了，撤单就是了，,0
看看亚太各个指数，为什么我们的波动总是最大的！不得,0
明显是昨天被吓着了,0
没看懂，为什么在今天启动了？？？,0
没有流动性的股市，怎么应对呢？,0
2900争夺战已经一个多月了，感觉还是放量下跌一下好，,1
满仓干，有什么可怕的，这个位置都怕，涨到6，7000点,0
吃药，看病，给别的一条活路吧,0
如果你现在问我什么是成功，我会说，今天比昨天更慈悲,1
超级短线重仓股终于赚了点[俏皮][俏皮][俏皮],1
亏了,0
炒股失去太多太多！！！,0
周四布局天康生物，拉伸吧，牛宝宝[大笑][大笑][大笑],1
空仓了一段时间，明天差不多，可以开干了！,1
玛德又要保卫3000点了,1
不是大A谨慎,0
越走越低可不是好现象，小心为上！,0
还是要跳水，放心,0
2020年业绩有保障的行业：电力、煤炭、医药！,1
新年伊始，预测2022年有可能走牛的板块概念：1.氢能源,1
下午不走V字就要小心了,0
又是赔本的一天，哎,0
不玩了！打工去,0
今天那些所谓垃圾专家都跑哪里去了，不出来再吹吹牛，,0
为什么梦百合、广博股份资金净流入而涨停不见，但银宝,1
今年亏了1万大洋！,0
缺口必补,1
2022世界人工智能大会期间，“引领新赛道数创新纪元”,1
a股近期经常一整天横着走,0
0204消息面：1、今天一只新股申购，罗普特(787619，19,1
今天不涨点，明天都不好意思喊爹！！,1
经济预期向好市净率十年偏低，盯着159633中证1000指数,1
我来预测一下大盘今天的最低点！,0
快到目标位置上了3470附近，今天准备加仓10％以上！,1
摇摆,0
震荡行情下的轮动都是机会。,1
唯一赚钱的一个月，太难了,0
趋势已成，短期反弹尽量不参与,0
跳水梦之队啊,0
买买买 买买买,1
今天惨了,0
高开必须低走。这是标准,1
早安,1
美股一片红，今天大A继续向上冲[加油][加油][加油],1
臭垃圾，下去吧,0
《拿什么来拯救你我的大盘》个人观点仅供参考，风险自,0
开个新帖。十一点零七分。全仓买入。,1
呜呜呜，关灯吃面,0
震撼：“至9月20日，A股今年以来共有641家上市公司通,1
什么时候回到3000点[愤怒],0
哪个专家也没预测到,0
A股所有板块，所有个股听好了，从现在起都起来干活了,1
星期一就开始砸了，后面四天还得了？,0
感谢主力给机会抄底，明天暴涨！谢谢主力$二六三(SZ00,1
上午大盘走势基本和午盘一致，守住了3515低位，并且成,1
大A在震荡跳水这块就没输过,0
阳光城今天让房地产站稳了，多少人和我一样被洗出去了,1
快上车，明天大涨，哈哈,1
一天100点，玩个屁,0
物流板块肯定会雄起，特别是国际物流，一带一路,1
不见恐慌盘，坚决不进场！,0
